SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER42L,HER42L_1A,HER42L_1A_22,2.9,6.1,1,6.1,2.1,2.1,2.582,0,676.0932,1.3874,27.7,19.96540291,938.034,0.7652,0.6741,0,676.0933,1.8497,27.7,14.97540142,1250.58,0.485,0.7352,0,676.09325,1.61855,27.7,17.5,1094.307,0.6251,0.70465
HER42L,HER42L_1A,HER42L_1A_23,2.9,6.2,1,6.2,2.2,2.2,2.604,0,498.4687,1.4209,30.9,21.74678021,708.2676,0.7449,0.662,0,498.4687,1.8627,30.9,16.58882268,928.5207,0.4771,0.7209,0,498.4687,1.6418,30.9,19.2,818.39415,0.611,0.69145
HER42L,HER42L_1A,HER42L_1A_24,2.9,6.3,1,6.3,2.3,2.3,2.595,0,485.5913,1.427,35.4,24.80728802,692.9444,0.7412,0.6503,0,485.5913,1.87,35.4,18.93048128,908.0408,0.4727,0.7072,0,485.5913,1.6485,35.4,21.9,800.4926,0.60695,0.67875
HER42L,HER42L_1A,HER42L_1A_25,2.9,6.4,1,6.4,2.4,2.4,2.621,0,496.0257,1.4366,43.1,30.00139218,712.5858,0.7354,0.6391,0,496.0258,1.8666,43.1,23.09011036,925.8698,0.4748,0.6939,0,496.02575,1.6516,43.1,26.5,819.2278,0.6051,0.6665
HER42L,HER42L_1A,HER42L_1A_26,2.9,6.5,1,6.5,2.5,2.5,2.614,0,515.6835,1.4739,54,36.63749237,760.057,0.7128,0.6176,0,515.6835,1.893,54,28.52614897,976.2136,0.4588,0.6688,0,515.6835,1.68345,54,32.6,868.1353,0.5858,0.6432
HER42L,HER42L_1A,HER42L_1A_27,2.9,6.6,1,6.6,2.6,2.6,2.686,0,675.044,1.3821,64.9,46.9575284,933.0016,0.7684,0.6075,0,675.044,1.8088,64.9,35.88014153,1221.038,0.5098,0.6569,0,675.044,1.59545,64.9,41.4,1077.0198,0.6391,0.6322
HER42L,HER42L_1A,HER42L_1A_28,2.9,6.7,1,6.7,2.7,2.7,2.698,0,519.4456,1.4874,73.6,49.48231814,772.6185,0.7046,0.588,0,519.4456,1.8726,73.6,39.303642,972.7081,0.4712,0.6343,0,519.4456,1.68,73.6,44.4,872.6633,0.5879,0.61115
HER42L,HER42L_1A,HER42L_1A_29,2.9,6.8,1,6.8,2.8,2.8,2.685,0,1017.431,1.5099,83.5,55.30167561,1536.203,0.691,0.5788,0,1017.431,1.8916,83.5,44.14252485,1924.609,0.4596,0.6236,0,1017.431,1.70075,83.5,49.7,1730.406,0.5753,0.6012
HER42L,HER42L_1A,HER42L_1A_30,2.9,6.9,1,6.9,2.9,2.9,2.673,0,1165.214,1.5037,87.8,58.38930638,1752.089,0.6947,0.5698,0,1165.214,1.8916,87.8,46.41573271,2204.167,0.4596,0.6132,0,1165.214,1.69765,87.8,52.4,1978.128,0.57715,0.5915
HER42L,HER42L_1A,HER42L_1A_31,2.9,7,1,7,3,3,2.677,0,1700.762,1.5168,83.6,55.11603376,2579.647,0.6868,0.5611,0,1700.762,1.8988,83.6,44.02780704,3229.465,0.4553,0.6031,0,1700.762,1.7078,83.6,49.6,2904.556,0.57105,0.5821
HER42L,HER42L_1A,HER42L_1A_32,2.9,7.1,1,7.1,3.1,3.1,2.665,0,1377.973,1.5331,72.3,47.15935034,2112.556,0.6769,0.5527,0,1377.973,1.9136,72.3,37.78219064,2636.893,0.4463,0.5934,0,1377.973,1.72335,72.3,42.5,2374.7245,0.5616,0.57305
HER42L,HER42L_1A,HER42L_1A_33,2.9,7.2,1,7.2,3.2,3.2,2.651,0,1711.427,1.5078,56.3,37.33916965,2580.51,0.6922,0.5445,0,1711.427,1.9019,56.3,29.60197697,3254.987,0.4534,0.584,0,1711.427,1.70485,56.3,33.5,2917.7485,0.5728,0.56425
HER42L,HER42L_1A,HER42L_1A_34,2.9,7.3,1,7.3,3.3,3.3,2.646,0,1713.73,1.5405,44.7,29.01655307,2640.016,0.6724,0.5445,0,1713.73,1.925,44.7,23.22077922,3298.918,0.4394,0.584,0,1713.73,1.73275,44.7,26.1,2969.467,0.5559,0.56425
HER42L,HER42L_1A,HER42L_1A_35,2.9,7.4,1,7.4,3.4,3.4,2.636,0,1370.062,1.5994,39,24.38414405,2191.248,0.6367,0.5287,0,1370.062,1.9672,39,19.82513217,2695.178,0.4138,0.566,0,1370.062,1.7833,39,22.1,2443.213,0.52525,0.54735
HER42L,HER42L_1A,HER42L_1A_36,2.9,7.5,1,7.5,3.5,3.5,2.638,0,1719.687,1.532,34.2,22.32375979,2634.549,0.6776,0.5287,0,1719.687,1.9222,34.2,17.7921132,3305.595,0.4411,0.566,0,1719.687,1.7271,34.2,20.1,2970.072,0.55935,0.54735
HER42L,HER42L_1A,HER42L_1A_37,2.9,7.6,1,7.6,3.6,3.6,2.606,0,1709.974,1.5812,31.2,19.73184923,2703.773,0.6478,0.5212,0,1709.974,1.9657,31.2,15.87220837,3361.302,0.4147,0.5574,0,1709.974,1.77345,31.2,17.8,3032.5375,0.53125,0.5393
HER42L,HER42L_1A,HER42L_1A_38,2.9,7.7,1,7.7,3.7,3.7,2.563,0,1692.867,1.5892,28.6,17.99647621,2690.238,0.6429,0.5212,0,1692.867,1.9865,28.6,14.39718097,3362.918,0.4021,0.5574,0,1692.867,1.78785,28.6,16.2,3026.578,0.5225,0.5393
HER42L,HER42L_1A,HER42L_1A_39,2.9,7.8,1,7.8,3.8,3.8,2.541,0,1317.263,1.6491,25.2,15.2810624,2172.355,0.6066,0.5139,0,1317.263,2.0341,25.2,12.38877145,2679.459,0.3733,0.5491,0,1317.263,1.8416,25.2,13.8,2425.907,0.48995,0.5315
HER42L,HER42L_1A,HER42L_1A_40,2.9,7.9,1,7.9,3.9,3.9,2.496,0,1300.677,1.6103,21.1,13.10314848,2094.472,0.6301,0.5139,0,1300.677,2.0258,21.1,10.41563827,2634.892,0.3783,0.5491,0,1300.677,1.81805,21.1,11.8,2364.682,0.5042,0.5315
HER42L,HER42L_1A,HER42L_1A_41,2.9,8,1,8,4,4,2.531,0,1644.575,1.588,18.5,11.64987406,2611.626,0.6436,0.4998,0,1644.575,1.9978,18.5,9.260186205,3285.484,0.3953,0.5331,0,1644.575,1.7929,18.5,10.5,2948.555,0.51945,0.51645
HER42L,HER42L_1A,HER42L_1A_42,2.9,8.1,1,8.1,4.1,4.1,2.578,0,489.2769,1.5689,16.8,10.70813946,767.6138,0.6552,0.5068,0,489.2769,1.9677,16.8,8.537886873,962.7722,0.4135,0.541,0,489.2769,1.7683,16.8,9.6,865.193,0.53435,0.5239
HER42L,HER42L_1A,HER42L_1A_43,2.9,8.2,1,8.2,4.2,4.2,2.628,0,1753.169,1.4947,15.7,10.50378002,2620.398,0.7002,0.4998,0,1753.169,1.9015,15.7,8.256639495,3333.572,0.4537,0.5331,0,1753.169,1.6981,15.7,9.4,2976.985,0.57695,0.51645
HER42L,HER42L_1A,HER42L_1A_44,2.9,8.3,1,8.3,4.3,4.3,2.636,0,1741.083,1.562,15.5,9.923175416,2719.536,0.6594,0.4998,0,1741.083,1.9425,15.5,7.979407979,3382.127,0.4288,0.5331,0,1741.083,1.75225,15.5,9,3050.8315,0.5441,0.51645
HER42L,HER42L_1A,HER42L_1A_45,2.9,8.4,1,8.4,4.4,4.4,2.634,0,1652.446,1.4354,16.2,11.28605267,2371.948,0.7361,0.4998,0,1652.447,1.8612,16.2,8.704061896,3075.455,0.4781,0.5331,0,1652.4465,1.6483,16.2,10,2723.7015,0.6071,0.51645
HER42L,HER42L_1A,HER42L_1A_46,2.9,8.5,1,8.5,4.5,4.5,2.635,0,1763.721,1.4824,18.5,12.47976255,2614.458,0.7077,0.4998,0,1763.722,1.891,18.5,9.783183501,3335.21,0.46,0.5331,0,1763.7215,1.6867,18.5,11.1,2974.834,0.58385,0.51645
HER42L,HER42L_1A,HER42L_1A_47,2.9,8.6,1,8.6,4.6,4.6,2.664,0,1783.132,1.4592,24.5,16.79002193,2601.862,0.7217,0.4998,0,1783.133,1.8659,24.5,13.13039284,3327.072,0.4752,0.5331,0,1783.1325,1.66255,24.5,15,2964.467,0.59845,0.51645
HER42L,HER42L_1A,HER42L_1A_48,2.9,8.7,1,8.7,4.7,4.7,2.668,0,1779.853,1.3543,32.9,24.29299269,2410.434,0.7853,0.4998,0,1779.853,1.7974,32.9,18.3042172,3199.132,0.5167,0.5331,0,1779.853,1.57585,32.9,21.3,2804.783,0.651,0.51645
HER42L,HER42L_1A,HER42L_1A_49,2.9,8.8,1,8.8,4.8,4.8,2.656,0,1777.778,1.3418,34.6,25.78625727,2385.436,0.7928,0.4998,0,1777.778,1.7938,34.6,19.28866094,3188.941,0.5189,0.5331,0,1777.778,1.5678,34.6,22.5,2787.1885,0.65585,0.51645
HER42L,HER42L_1A,HER42L_1A_50,2.9,8.9,1,8.9,4.9,4.9,2.656,0,1771.848,1.3013,29.8,22.90017675,2305.677,0.8174,0.4998,0,1771.848,1.7683,29.8,16.85234406,3133.173,0.5344,0.5331,0,1771.848,1.5348,29.8,19.9,2719.425,0.6759,0.51645
HER42L,HER42L_1A,HER42L_1A_51,2.9,9,1,9,5,5,2.651,0,1768.512,1.3374,24.6,18.39389861,2365.142,0.7955,0.4931,0,1768.512,1.7928,24.6,13.72155288,3170.526,0.5195,0.5255,0,1768.512,1.5651,24.6,16.1,2767.834,0.6575,0.5093
HER42L,HER42L_1A,HER42L_1A_52,2.9,9.1,1,9.1,5.1,5.1,2.642,0,1711.14,1.2804,21.5,16.79162762,2190.897,0.8301,0.4932,0,1711.14,1.7603,21.5,12.21382719,3012.137,0.5392,0.5255,0,1711.14,1.52035,21.5,14.5,2601.517,0.68465,0.50935
HER42L,HER42L_1A,HER42L_1A_53,2.9,9.2,1,9.2,5.2,5.2,2.686,0,1604.54,1.2503,20.6,16.47604575,2006.163,0.8483,0.4931,0,1604.54,1.7258,20.6,11.93649322,2769.136,0.5601,0.5255,0,1604.54,1.48805,20.6,14.2,2387.6495,0.7042,0.5093
HER42L,HER42L_1A,HER42L_1A_54,2.9,9.3,1,9.3,5.3,5.3,2.735,0,1619.302,1.1535,21.6,18.72561769,1867.917,0.907,0.4931,0,1619.302,1.649,21.6,13.09884779,2670.16,0.6067,0.5255,0,1619.302,1.40125,21.6,15.9,2269.0385,0.75685,0.5093
HER42L,HER42L_1A,HER42L_1A_55,2.9,9.4,1,9.4,5.4,5.4,2.783,0,1796.643,1.1925,24.7,20.71278826,2142.47,0.8833,0.4932,0,1796.643,1.6568,24.7,14.90825688,2976.707,0.6019,0.5255,0,1796.643,1.42465,24.7,17.8,2559.5885,0.7426,0.50935
HER42L,HER42L_1A,HER42L_1A_56,2.9,9.5,1,9.5,5.5,5.5,2.821,0,1721.172,1.1635,26.7,22.94800172,2002.547,0.9009,0.4865,0,1721.172,1.6265,26.7,16.41561635,2799.451,0.6203,0.518,0,1721.172,1.395,26.7,19.7,2400.999,0.7606,0.50225
HER42L,HER42L_1A,HER42L_1A_57,2.9,9.6,1,9.6,5.6,5.6,2.831,0,1661.385,1.1048,25.9,23.44315713,1835.532,0.9365,0.4865,0,1661.385,1.5872,25.9,16.31804435,2636.885,0.6441,0.518,0,1661.385,1.346,25.9,19.9,2236.2085,0.7903,0.50225
HER42L,HER42L_1A,HER42L_1A_58,2.9,9.7,1,9.7,5.7,5.7,2.821,0,1650.673,1.1013,24.5,22.24643603,1817.814,0.9386,0.4802,0,1650.673,1.5882,24.5,15.42626873,2621.615,0.6435,0.5109,0,1650.673,1.34475,24.5,18.8,2219.7145,0.79105,0.49555
HER42L,HER42L_1A,HER42L_1A_59,2.9,9.8,1,9.8,5.8,5.8,2.858,0,1657.772,1.0754,23.5,21.85233402,1782.789,0.9543,0.4802,0,1657.773,1.5606,23.5,15.05831091,2587.074,0.6603,0.5109,0,1657.7725,1.318,23.5,18.5,2184.9315,0.8073,0.49555
HER42L,HER42L_1A,HER42L_1A_60,2.9,9.9,1,9.9,5.9,5.9,2.743,0,1591.067,1.0724,22.7,21.16747482,1706.273,0.9561,0.474,0,1591.067,1.5968,22.7,14.21593186,2540.6,0.6383,0.5038,0,1591.067,1.3346,22.7,17.7,2123.4365,0.7972,0.4889
HER42L,HER42L_1A,HER42L_1A_61,2.9,10,1,10,6,6,2.716,0,1561.817,1.1106,21.2,19.08878084,1734.594,0.933,0.4739,0,1561.817,1.6294,21.2,13.01092427,2544.777,0.6186,0.5037,0,1561.817,1.37,21.2,16,2139.6855,0.7758,0.4888
HER42L,HER42L_1A,HER42L_1A_62,2.9,10.1,1,10.1,6.1,6.1,2.725,0,1571.511,1.0532,19.8,18.79984808,1655.15,0.9677,0.4679,0,1571.511,1.5915,19.8,12.44109331,2501.043,0.6415,0.497,0,1571.511,1.32235,19.8,15.6,2078.0965,0.8046,0.48245
HER42L,HER42L_1A,HER42L_1A_63,2.9,10.2,1,10.2,6.2,6.2,2.691,0,1538.593,1.0721,17.8,16.60292883,1649.469,0.9563,0.4679,0,1538.594,1.6149,17.8,11.02235433,2484.72,0.6273,0.497,0,1538.5935,1.3435,17.8,13.8,2067.0945,0.7918,0.48245
HER42L,HER42L_1A,HER42L_1A_64,2.9,10.3,1,10.3,6.3,6.3,2.689,0,1546.291,1.0695,16.2,15.14726508,1653.816,0.9579,0.4619,0,1546.291,1.6141,16.2,10.03655288,2495.914,0.6278,0.4903,0,1546.291,1.3418,16.2,12.6,2074.865,0.79285,0.4761
HER42L,HER42L_1A,HER42L_1A_65,2.9,10.4,1,10.4,6.4,6.4,2.714,0,1547.32,1.107,14.8,13.36946703,1712.922,0.9351,0.4619,0,1547.32,1.6279,14.8,9.091467535,2518.86,0.6195,0.4903,0,1547.32,1.36745,14.8,11.2,2115.891,0.7773,0.4761
HER42L,HER42L_1A,HER42L_1A_66,2.9,10.5,1,10.5,6.5,6.5,2.736,0,1551.021,1.0599,13.3,12.54835362,1643.892,0.9637,0.4561,0,1551.021,1.5917,13.3,8.355845951,2468.685,0.6414,0.4837,0,1551.021,1.3258,13.3,10.5,2056.2885,0.80255,0.4699
HER42L,HER42L_1A,HER42L_1A_67,2.9,10.6,1,10.6,6.6,6.6,2.751,0,1555.116,1.0012,11.7,11.68597683,1556.952,0.9993,0.4562,0,1555.116,1.5512,11.7,7.542547705,2412.316,0.6659,0.4838,0,1555.116,1.2762,11.7,9.6,1984.634,0.8326,0.47
HER42L,HER42L_1A,HER42L_1A_68,2.9,10.7,1,10.7,6.7,6.7,2.773,0,1554.372,1.0716,10.5,9.798432251,1665.65,0.9566,0.4505,0,1554.372,1.586,10.5,6.620428752,2465.301,0.6448,0.4775,0,1554.372,1.3288,10.5,8.2,2065.4755,0.8007,0.464
HER42L,HER42L_1A,HER42L_1A_69,2.9,10.8,1,10.8,6.8,6.8,2.798,0,1586.168,1.0247,9.4,9.17341661,1625.313,0.985,0.445,0,1586.168,1.5493,9.4,6.06725618,2457.493,0.6671,0.4713,0,1586.168,1.287,9.4,7.6,2041.403,0.82605,0.45815
HER42L,HER42L_1A,HER42L_1A_70,2.9,10.9,1,10.9,6.9,6.9,2.773,0,1571.995,1.0727,9,8.390043815,1686.231,0.956,0.445,0,1571.996,1.5867,9,5.672149745,2494.28,0.6444,0.4713,0,1571.9955,1.3297,9,7,2090.2555,0.8002,0.45815
HER42L,HER42L_1A,HER42L_1A_71,2.9,11,1,11,7,7,2.793,0,1574.408,1.0031,9.1,9.071877181,1579.293,0.9981,0.4396,0,1574.408,1.538,9.1,5.916775033,2421.508,0.6739,0.4653,0,1574.408,1.27055,9.1,7.5,2000.4005,0.836,0.45245
HER42L,HER42L_1A,HER42L_1A_72,2.9,11.1,1,11.1,7.1,7.1,2.799,0,1573.356,1.0201,10.4,10.19507891,1604.917,0.9878,0.4396,0,1573.356,1.5462,10.4,6.726167378,2432.747,0.669,0.4653,0,1573.356,1.28315,10.4,8.5,2018.832,0.8284,0.45245
HER42L,HER42L_1A,HER42L_1A_73,2.9,11.2,1,11.2,7.2,7.2,2.829,0,1585.762,0.9914,11.8,11.9023603,1572.104,1.0052,0.4344,0,1585.762,1.5191,11.8,7.767757225,2408.931,0.6854,0.4594,0,1585.762,1.25525,11.8,9.8,1990.5175,0.8453,0.4469
HER42L,HER42L_1A,HER42L_1A_74,2.9,11.3,1,11.3,7.3,7.3,2.806,0,1568.474,1.0165,12.8,12.59222823,1594.284,0.99,0.4344,0,1568.474,1.5417,12.8,8.302523189,2418.149,0.6717,0.4594,0,1568.474,1.2791,12.8,10.4,2006.2165,0.83085,0.4469
HER42L,HER42L_1A,HER42L_1A_75,2.9,11.4,1,11.4,7.4,7.4,2.824,0,1582.96,1.0671,14.3,13.40080592,1689.159,0.9593,0.4292,0,1582.96,1.5664,14.3,9.129213483,2479.565,0.6567,0.4537,0,1582.96,1.31675,14.3,11.3,2084.362,0.808,0.44145
HER42L,HER42L_1A,HER42L_1A_76,2.9,11.5,1,11.5,7.5,7.5,2.924,0,1639.013,1.0081,13.1,12.99474259,1652.238,0.9951,0.4242,0,1639.014,1.4992,13.1,8.737993597,2457.181,0.6975,0.4481,0,1639.0135,1.25365,13.1,10.9,2054.7095,0.8463,0.43615
HER42L,HER42L_1A,HER42L_1A_77,2.9,11.6,1,11.6,7.6,7.6,2.969,0,1668.915,0.9707,9.2,9.477696508,1619.979,1.0178,0.4242,0,1668.915,1.4631,9.2,6.288018591,2441.811,0.7193,0.4481,0,1668.915,1.2169,9.2,7.9,2030.895,0.86855,0.43615
HER42L,HER42L_1A,HER42L_1A_78,2.9,11.7,1,11.7,7.7,7.7,3.127,0,1757.729,0.9312,6.3,6.765463918,1636.738,1.0417,0.4242,0,1757.729,1.3949,6.3,4.516452792,2451.915,0.7606,0.4481,0,1757.729,1.16305,6.3,5.6,2044.3265,0.90115,0.43615
HER42L,HER42L_1A,HER42L_1A_79,2.9,11.8,1,11.8,7.8,7.8,3.217,0,1808.319,0.8912,4.9,5.498204668,1611.609,1.0659,0.4193,0,1808.319,1.3475,4.9,3.636363636,2436.772,0.7894,0.4426,0,1808.319,1.11935,4.9,4.6,2024.1905,0.92765,0.43095
HER42L,HER42L_1A,HER42L_1A_80,2.9,11.9,1,11.9,7.9,7.9,3.214,0,1796.534,0.8551,4.4,5.145597006,1536.237,1.0878,0.4193,0,1796.535,1.3267,4.4,3.316499585,2383.372,0.802,0.4426,0,1796.5345,1.0909,4.4,4.2,1959.8045,0.9449,0.43095
HER42L,HER42L_1A,HER42L_1A_81,2.9,12,1,12,8,8,2.816,0,1578.475,1.0171,3.9,3.834431226,1605.424,0.9897,0.4145,0,1578.475,1.5388,3.9,2.534442423,2428.938,0.6735,0.4373,0,1578.475,1.27795,3.9,3.2,2017.181,0.8316,0.4259
HER42L,HER42L_1A,HER42L_1A_82,2.9,12.1,1,12.1,8.1,8.1,2.775,0,1542.524,1.0075,3.5,3.473945409,1554.048,0.9955,0.4098,0,1542.524,1.5467,3.5,2.262882265,2385.882,0.6686,0.4321,0,1542.524,1.2771,3.5,2.9,1969.965,0.83205,0.42095
HER42L,HER42L_1A,HER42L_1A_83,2.9,12.2,1,12.2,8.2,8.2,2.79,0,1555.184,1.0127,3,2.962377802,1574.927,0.9923,0.4098,0,1555.184,1.5448,3,1.941998964,2402.451,0.6698,0.4321,0,1555.184,1.27875,3,2.5,1988.689,0.83105,0.42095
HER42L,HER42L_1A,HER42L_1A_84,2.9,12.3,1,12.3,8.3,8.3,2.741,0,1519.401,1.0146,2.8,2.759708259,1541.523,0.9912,0.4052,0,1519.401,1.5627,2.8,1.791770653,2374.349,0.659,0.427,0,1519.401,1.28865,2.8,2.3,1957.936,0.8251,0.4161
HER42L,HER42L_1A,HER42L_1A_85,2.9,12.4,1,12.4,8.4,8.4,2.848,0,1570.011,0.9962,2.5,2.509536238,1564.115,1.0023,0.4052,0,1570.011,1.5158,2.5,1.649294102,2379.898,0.6874,0.427,0,1570.011,1.256,2.5,2.1,1972.0065,0.84485,0.4161
